SoldTo,NamaAgen,Wilayah,TipePangkalan,IDRegistrasi,NamaPangkalan,EmailPangkalan,NoHPPemilik,NoKTPPemilik,NamaPemilik,NomorNIB,QtyKontrak,Catatan,TipePembayaran,NoRekening,NamaBank,NamaAkunBank,TanggalDiapproveSAM,Provinsi,Kota,Kecamatan,Kelurahan,RT,RW,KodePos,Alamat,IntegrasiMAP,MID,Latitude,Longitude,StatusPembaharuan
793600,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023716278096,FITRIANI JAYA,megafitriani88@gmail.com,81233800379,1271769355188376,Mega Fitriani,1207964824030000,1120,,Cashless,1060010000000.0,Bank Mandiri,MEGA FITRIANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,SEI PUTIH BARAT,111,111,20235,Jalan Shinellah No 192,Ya,LPG_215756,3.60066,98.683993,Active Diperbaharui
793600,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023717651109,RAHAYU MAJU,megarahayu552@gmail.com,81232760306,1271259980948513,Mega Rahayu,1207298032520000,1000,,Cashless,1060010000000.0,Bank Mandiri,MEGA RAHAYU,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,PULO BRAYAN DARAT II,111,111,20235,Jalan Wijaya No 153,Ya,LPG_222500,3.607718,98.667612,Active Diperbaharui
793600,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023693537622,SPBU 142011951,hestiwahyuni735@gmail.com,81285708257,1271335848263300,Hesti Wahyuni,1207466784840000,800,,Cashless,1060010000000.0,Bank Mandiri,HESTI WAHYUNI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,GLUGUR KOTA,111,111,20235,Jalan Wahyuni No 137,Ya,LPG_226456,3.586058,98.672987,Active Diperbaharui
793602,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023699755294,SANTOSO ENERGY,ovisantoso60@gmail.com,81220513318,1271976548983775,Ovi Santoso,1207129850390000,1000,,Cashless,1060010000000.0,Bank Mandiri,OVI SANTOSO,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,PULO BRAYAN DARAT II,111,111,20236,Jalan Saputra No 63,Ya,LPG_215064,3.616092,98.676639,Active Diperbaharui
793600,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023796672934,SPBU 142011453,setiawanrahayu351@gmail.com,81289931966,1271426722147565,Setiawan Rahayu,1207602947410000,1000,,Cashless,1060010000000.0,Bank Mandiri,SETIAWAN RAHAYU,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,PULO BRAYAN DARAT II,111,111,20114,Jalan Saputra No 98,Ya,LPG_221106,3.608529,98.662899,Active Diperbaharui
793603,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.202378364916,FITRIANI LPG,lestarifitriani649@gmail.com,81297393063,1271297693448739,Lestari Fitriani,1207367190750000,800,,Cashless,1060010000000.0,Bank Mandiri,LESTARI FITRIANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,GLUGUR KOTA,111,111,20236,Jalan Dewi No 28,Ya,LPG_222851,3.600411,98.683333,Active Diperbaharui
793603,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023625421822,SPBU 142011707,rinasaputra238@gmail.com,81296945531,1271831521870111,Rina Saputra,1207739318350000,800,,Cashless,1060010000000.0,Bank Mandiri,RINA SAPUTRA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,GAHARU,111,111,20236,Jalan Utami No 149,Ya,LPG_219978,3.590729,98.674236,Active Diperbaharui
793600,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023724599266,NOSE MAJU,ovinose994@gmail.com,81265753580,1271268780189922,Ovi Nose,,1000,,Cashless,1060010000000.0,Bank Mandiri,OVI NOSE,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,GAHARU,111,111,20114,Jalan Utami No 143,Ya,LPG_213893,3.584535,98.688089,Active Diperbaharui
793600,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023777849885,PRIASA GAS,megapriasa981@gmail.com,81264537251,1271799301595934,Mega Priasa,,1650,,Cashless,1060010000000.0,Bank Mandiri,MEGA PRIASA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,PULO BRAYAN DARAT II,111,111,20235,Jalan Rahayu No 9,Ya,LPG_210551,3.598922,98.680149,Active Diperbaharui
793602,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.202375837872,SPBU 142011159,budifitriani604@gmail.com,81285644620,1271489593692614,Budi Fitriani,1207885611080000,1000,,Cashless,1060010000000.0,Bank Mandiri,BUDI FITRIANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,SIDORAME BARAT II,111,111,20235,Jalan Nose No 74,Ya,LPG_219541,3.592968,98.689965,Active Diperbaharui
793601,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023748513784,WAHYUNI JAYA,fauziwahyuni233@gmail.com,81219676226,1271277247960202,Fauzi Wahyuni,1207820253730000,1000,,Cashless,1060010000000.0,Bank Mandiri,FAUZI WAHYUNI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,GAHARU,111,111,20236,Jalan Ariyani No 170,Ya,LPG_215137,3.610373,98.668639,Active Diperbaharui
793603,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023645756406,SPBU 142011537,putripriasa364@gmail.com,81232492536,1271576019099550,Putri Priasa,1207996292880000,1650,,Cashless,1060010000000.0,Bank Mandiri,PUTRI PRIASA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,SEI PUTIH BARAT,111,111,20235,Jalan Wijaya No 120,Ya,LPG_215897,3.586916,98.684543,Active Diperbaharui
793600,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023678255371,SPBU 142011415,fauzirahayu891@gmail.com,81255336885,1271543348749824,Fauzi Rahayu,1207123278070000,1120,,Cashless,1060010000000.0,Bank Mandiri,FAUZI RAHAYU,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,SEI PUTIH BARAT,111,111,20235,Jalan Ariyani No 51,Ya,LPG_215121,3.612877,98.679778,Active Diperbaharui
793601,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023721264386,RAHAYU JAYA,agusrahayu804@gmail.com,81243190407,1271755014668032,Agus Rahayu,1207880753800000,800,,Cashless,1060010000000.0,Bank Mandiri,AGUS RAHAYU,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,GLUGUR KOTA,111,111,20235,Jalan Nose No 120,Ya,LPG_222109,3.588299,98.669697,Active Diperbaharui
793600,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023621600172,WIJAYA MAJU,lestariwijaya483@gmail.com,81295195311,1271505957155394,Lestari Wijaya,1207508910570000,1000,,Cashless,1060010000000.0,Bank Mandiri,LESTARI WIJAYA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,SIDORAME BARAT II,111,111,20114,Jalan Saputra No 178,Ya,LPG_222723,3.587192,98.687222,Active Diperbaharui
793600,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023792460448,UTAMI MAJU,megautami210@gmail.com,81283611217,1271316728041518,Mega Utami,1207326799910000,1120,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,MEGA UTAMI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,SIDORAME BARAT II,111,111,20236,Jalan Rahayu No 196,Ya,LPG_227710,3.609228,98.668704,Active Diperbaharui
793603,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023746811044,SPBU 142011476,hestiariyani431@gmail.com,81254478252,1271360483130480,Hesti Ariyani,1207244527010000,800,,Cashless,1060010000000.0,Bank Mandiri,HESTI ARIYANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,GAHARU,111,111,20114,Jalan Santoso No 199,Ya,LPG_228678,3.615347,98.682126,Active Diperbaharui
793600,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023656573862,WIJAYA GAS,setiawanwijaya898@gmail.com,81276205004,1271897864869315,Setiawan Wijaya,1207617807840000,1120,,Cashless,1060010000000.0,Bank Mandiri,SETIAWAN WIJAYA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,PULO BRAYAN DARAT II,111,111,20235,Jalan Utami No 25,Ya,LPG_216226,3.584568,98.66975,Active Diperbaharui
793603,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023618054633,WIJAYA ENERGY,fauziwijaya738@gmail.com,81240193253,1271456332480960,Fauzi Wijaya,,1650,,Cashless,1060010000000.0,Bank Mandiri,FAUZI WIJAYA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,SIDORAME BARAT II,111,111,20236,Jalan Shinellah No 109,Ya,LPG_222227,3.580557,98.669862,Active Diperbaharui
793600,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023660946349,SAPUTRA ENERGY,megasaputra893@gmail.com,81255470868,1271697425145512,Mega Saputra,1207806361700000,1120,,Cashless,1060010000000.0,Bank Mandiri,MEGA SAPUTRA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,PULO BRAYAN DARAT II,111,111,20235,Jalan Ahmad No 11,Ya,LPG_210712,3.614737,98.663471,Active Diperbaharui
793602,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023729983029,NOSE LPG,rinanose630@gmail.com,81210624598,1271995746961796,Rina Nose,,1120,,Cashless,1060010000000.0,Bank Mandiri,RINA NOSE,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,GAHARU,111,111,20114,Jalan Nose No 113,Ya,LPG_211065,3.60816,98.667425,Active Diperbaharui
793601,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.202367697394,RAHAYU MAJU,rinarahayu863@gmail.com,81289514089,1271811088137586,Rina Rahayu,1207948532180000,800,,Cashless,1060010000000.0,Bank Mandiri,RINA RAHAYU,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,GLUGUR KOTA,111,111,20236,Jalan Shinellah No 49,Ya,LPG_212633,3.629217,98.677846,Active Diperbaharui
793602,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023710360422,PRIASA MAJU,budipriasa883@gmail.com,81237035311,1271729612577081,Budi Priasa,1207734707340000,800,,Cashless,1060010000000.0,Bank Mandiri,BUDI PRIASA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,SIDORAME BARAT II,111,111,20236,Jalan Nose No 128,Ya,LPG_217605,3.624096,98.685542,Active Diperbaharui
793602,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023760882547,SPBU 142011345,sitidewi948@gmail.com,81244500107,1271385350238980,Siti Dewi,1207603095220000,800,,Cashless,1060010000000.0,Bank Mandiri,SITI DEWI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,GAHARU,111,111,20235,Jalan Nose No 90,Ya,LPG_219256,3.605827,98.666135,Active Diperbaharui
793602,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023787425619,SPBU 142011334,setiawansantoso371@gmail.com,81291434875,1271825970798668,Setiawan Santoso,1207737188380000,1000,,Cashless,1060010000000.0,Bank Mandiri,SETIAWAN SANTOSO,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,GLUGUR KOTA,111,111,20236,Jalan Wahyuni No 47,Ya,LPG_215778,3.590347,98.67502,Active Diperbaharui
793600,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023680845245,DEWI MAJU,ovidewi188@gmail.com,81221872442,1271623661001663,Ovi Dewi,1207620312840000,1650,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,OVI DEWI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,SIDORAME BARAT II,111,111,20236,Jalan Ahmad No 110,Ya,LPG_225296,3.605587,98.685461,Active Diperbaharui
793602,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023656265096,SPBU 142011500,lestariahmad37@gmail.com,81293478767,1271573321528293,Lestari Ahmad,1207164640280000,800,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,LESTARI AHMAD,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,SEI PUTIH BARAT,111,111,20235,Jalan Wijaya No 27,Ya,LPG_221404,3.589413,98.677496,Active Diperbaharui
793600,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023612754112,AHMAD GAS,andiahmad817@gmail.com,81295760137,1271748813637369,Andi Ahmad,1207579823770000,800,,Cashless,1060010000000.0,Bank Mandiri,ANDI AHMAD,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,SEI PUTIH BARAT,111,111,20114,Jalan Ahmad No 50,Ya,LPG_228809,3.609477,98.660606,Active Diperbaharui
793600,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023647647436,SPBU 142011925,putrisaputra439@gmail.com,81214538687,1271198326343187,Putri Saputra,1207464390990000,1120,,Cashless,1060010000000.0,Bank Mandiri,PUTRI SAPUTRA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,SEI PUTIH BARAT,111,111,20236,Jalan Ariyani No 40,Ya,LPG_218648,3.582807,98.660672,Active Diperbaharui
793601,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023734187538,UTAMI GAS,megautami408@gmail.com,81294859802,1271636330093356,Mega Utami,1207873667290000,1120,,Cashless,1060010000000.0,Bank Mandiri,MEGA UTAMI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,GLUGUR KOTA,111,111,20235,Jalan Dewi No 87,Ya,LPG_216382,3.61562,98.684452,Active Diperbaharui
793603,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023769781626,WAHYUNI GAS,rizkywahyuni713@gmail.com,81221350695,1271790373177727,Rizky Wahyuni,1207651027520000,1120,,Cashless,1060010000000.0,Bank Mandiri,RIZKY WAHYUNI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,GAHARU,111,111,20114,Jalan Fitriani No 22,Ya,LPG_220421,3.627662,98.672904,Active Diperbaharui
793600,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023647339707,SPBU 142011650,sitishinellah287@gmail.com,81257622757,1271556211545932,Siti Shinellah,1207871932730000,1650,,Cashless,1060010000000.0,Bank Mandiri,SITI SHINELLAH,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,PULO BRAYAN DARAT II,111,111,20236,Jalan Wahyuni No 98,Ya,LPG_220071,3.623199,98.687869,Active Diperbaharui
793602,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023657823964,WAHYUNI LPG,sitiwahyuni773@gmail.com,81269759211,1271537573160104,Siti Wahyuni,,1000,,Cashless,1060010000000.0,Bank Mandiri,SITI WAHYUNI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,SIDORAME BARAT II,111,111,20236,Jalan Fitriani No 45,Ya,LPG_221362,3.601835,98.669218,Active Diperbaharui
793600,PT. RESTU JAYA,KOTA MEDAN,Regular,1.202369763178,SPBU 142011295,rizkynose314@gmail.com,81235283406,1271177834036400,Rizky Nose,1207355937580000,1000,,Cashless,1060010000000.0,Bank Mandiri,RIZKY NOSE,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,GAHARU,111,111,20236,Jalan Santoso No 69,Ya,LPG_217878,3.592726,98.676944,Active Diperbaharui
793603,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023718640833,WAHYUNI JAYA,olawahyuni477@gmail.com,81256564666,1271331288301315,Ola Wahyuni,1207827350430000,800,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,OLA WAHYUNI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,PULO BRAYAN DARAT II,111,111,20235,Jalan Wahyuni No 90,Ya,LPG_221603,3.609808,98.662595,Active Diperbaharui
793602,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023645729744,UTAMI GAS,setiawanutami691@gmail.com,81265187259,1271985170406805,Setiawan Utami,1207910673990000,1120,,Cashless,1060010000000.0,Bank Mandiri,SETIAWAN UTAMI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,GLUGUR KOTA,111,111,20114,Jalan Fitriani No 44,Ya,LPG_211828,3.620422,98.67504,Active Diperbaharui
793602,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.20237767549,SAPUTRA LPG,agussaputra968@gmail.com,81234365074,1271864565807923,Agus Saputra,1207343848760000,1650,,Cashless,1060010000000.0,Bank Mandiri,AGUS SAPUTRA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,SIDORAME BARAT II,111,111,20236,Jalan Rahayu No 70,Ya,LPG_221398,3.607827,98.679657,Active Diperbaharui
793602,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023657219709,WAHYUNI GAS,budiwahyuni970@gmail.com,81221760891,1271575872699192,Budi Wahyuni,1207430904910000,1650,,Cashless,1060010000000.0,Bank Mandiri,BUDI WAHYUNI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,SIDORAME BARAT II,111,111,20235,Jalan Priasa No 172,Ya,LPG_226880,3.608489,98.684535,Active Diperbaharui
793602,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023691727138,SPBU 142011153,budidewi356@gmail.com,81261501833,1271455356813653,Budi Dewi,1207419334450000,1000,,Cashless,1060010000000.0,Bank Mandiri,BUDI DEWI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,PULO BRAYAN DARAT II,111,111,20235,Jalan Rahayu No 126,Ya,LPG_221357,3.596406,98.67306,Active Diperbaharui
793601,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023779711642,WAHYUNI GAS,olawahyuni450@gmail.com,81293485164,1271970561262698,Ola Wahyuni,1207139284640000,800,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,OLA WAHYUNI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,GLUGUR KOTA,111,111,20235,Jalan Saputra No 195,Ya,LPG_219216,3.604578,98.685957,Active Diperbaharui
793600,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023691210332,WIJAYA MAJU,hestiwijaya552@gmail.com,81248821465,1271292779851034,Hesti Wijaya,1207851739700000,1000,,Cashless,1060010000000.0,Bank Mandiri,HESTI WIJAYA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,SEI PUTIH BARAT,111,111,20114,Jalan Dewi No 151,Ya,LPG_228201,3.586643,98.687006,Active Diperbaharui
793603,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023782536825,SANTOSO MAJU,fauzisantoso664@gmail.com,81254488219,1271960171427783,Fauzi Santoso,,1000,,Cashless,1060010000000.0,Bank Mandiri,FAUZI SANTOSO,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,SIDORAME BARAT II,111,111,20235,Jalan Ariyani No 18,Ya,LPG_220012,3.591732,98.666165,Active Diperbaharui
793602,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023673590574,ARIYANI ENERGY,andiariyani774@gmail.com,81279596460,1271944107308826,Andi Ariyani,1207628582320000,800,,Cashless,1060010000000.0,Bank Mandiri,ANDI ARIYANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,GLUGUR KOTA,111,111,20236,Jalan Wahyuni No 100,Ya,LPG_218533,3.624866,98.680434,Active Diperbaharui
793603,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023693437021,NOSE MAJU,fauzinose350@gmail.com,81214532986,1271769478044365,Fauzi Nose,1207574893560000,1120,,Cashless,1060010000000.0,Bank Mandiri,FAUZI NOSE,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,SIDORAME BARAT II,111,111,20235,Jalan Saputra No 95,Ya,LPG_220783,3.588269,98.667895,Active Diperbaharui
793601,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023793597317,AHMAD ENERGY,pratamaahmad790@gmail.com,81255154371,1271644381946239,Pratama Ahmad,1207438836380000,1000,,Cashless,1060010000000.0,Bank Mandiri,PRATAMA AHMAD,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,GLUGUR KOTA,111,111,20235,Jalan Dewi No 39,Ya,LPG_229846,3.624759,98.674837,Active Diperbaharui
793601,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023681676627,SPBU 142011663,lestarirahayu229@gmail.com,81211167743,1271788944512090,Lestari Rahayu,,800,,Cashless,1060010000000.0,Bank Mandiri,LESTARI RAHAYU,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,GAHARU,111,111,20114,Jalan Dewi No 131,Ya,LPG_227971,3.588596,98.672969,Active Diperbaharui
793600,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023661447068,SANTOSO GAS,rizkysantoso277@gmail.com,81298236369,1271581931088324,Rizky Santoso,1207726047870000,800,,Cashless,1060010000000.0,Bank Mandiri,RIZKY SANTOSO,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,GLUGUR KOTA,111,111,20236,Jalan Wahyuni No 51,Ya,LPG_220580,3.609535,98.689003,Active Diperbaharui
793602,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023731074644,SANTOSO JAYA,hestisantoso878@gmail.com,81241626096,1271196852742855,Hesti Santoso,,1650,,Cashless,1060010000000.0,Bank Mandiri,HESTI SANTOSO,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,GLUGUR KOTA,111,111,20236,Jalan Nose No 62,Ya,LPG_213577,3.616416,98.686672,Active Diperbaharui
793600,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023638039369,SAPUTRA ENERGY,fauzisaputra833@gmail.com,81229871192,1271340613307278,Fauzi Saputra,,800,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,FAUZI SAPUTRA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,GLUGUR KOTA,111,111,20114,Jalan Fitriani No 153,Ya,LPG_216994,3.587813,98.665451,Active Diperbaharui
793600,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023751372576,SHINELLAH MAJU,sitishinellah574@gmail.com,81267045993,1271767127452178,Siti Shinellah,1207779484840000,800,,Cashless,1060010000000.0,Bank Mandiri,SITI SHINELLAH,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,GLUGUR KOTA,111,111,20236,Jalan Rahayu No 137,Ya,LPG_220107,3.602973,98.677372,Active Diperbaharui
793600,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023629958759,WAHYUNI ENERGY,rizkywahyuni369@gmail.com,81216415090,1271122796486476,Rizky Wahyuni,1207424304480000,1650,,Cashless,1060010000000.0,Bank Mandiri,RIZKY WAHYUNI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,GLUGUR KOTA,111,111,20114,Jalan Santoso No 89,Ya,LPG_226209,3.584652,98.675761,Active Diperbaharui
793603,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023731923481,WIJAYA JAYA,budiwijaya520@gmail.com,81249688188,1271135221331293,Budi Wijaya,1207389381300000,800,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,BUDI WIJAYA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,SEI PUTIH BARAT,111,111,20236,Jalan Santoso No 165,Ya,LPG_214791,3.629808,98.688403,Active Diperbaharui
793601,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023721510415,SPBU 142011285,rizkysantoso160@gmail.com,81217859152,1271645759351273,Rizky Santoso,,1000,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,RIZKY SANTOSO,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,GLUGUR KOTA,111,111,20235,Jalan Shinellah No 66,Ya,LPG_228682,3.616968,98.662996,Active Diperbaharui
793600,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023615565454,SPBU 142011360,olashinellah434@gmail.com,81273757232,1271167665111239,Ola Shinellah,1207829093830000,1650,,Cashless,1060010000000.0,Bank Mandiri,OLA SHINELLAH,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,PULO BRAYAN DARAT II,111,111,20114,Jalan Utami No 47,Ya,LPG_221292,3.61982,98.671372,Active Diperbaharui
793600,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023620970456,SANTOSO GAS,budisantoso103@gmail.com,81236059610,1271969754684495,Budi Santoso,,800,,Cashless,1060010000000.0,Bank Mandiri,BUDI SANTOSO,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,SIDORAME BARAT II,111,111,20236,Jalan Priasa No 13,Ya,LPG_224523,3.580485,98.677796,Active Diperbaharui
793602,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.202373044498,DEWI JAYA,oladewi857@gmail.com,81295615858,1271485226229460,Ola Dewi,1207151513920000,1000,,Cashless,1060010000000.0,Bank Mandiri,OLA DEWI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,GLUGUR KOTA,111,111,20235,Jalan Wahyuni No 197,Ya,LPG_224545,3.621591,98.674488,Active Diperbaharui
793602,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023663763106,WIJAYA GAS,rizkywijaya962@gmail.com,81212870373,1271807044937850,Rizky Wijaya,,1000,,Cashless,1060010000000.0,Bank Mandiri,RIZKY WIJAYA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,GLUGUR KOTA,111,111,20114,Jalan Dewi No 45,Ya,LPG_229360,3.608909,98.672068,Active Diperbaharui
793601,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023687900847,RAHAYU LPG,ovirahayu983@gmail.com,81210268152,1271389807586290,Ovi Rahayu,1207731695680000,1000,,Cashless,1060010000000.0,Bank Mandiri,OVI RAHAYU,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,GAHARU,111,111,20114,Jalan Rahayu No 40,Ya,LPG_225576,3.603258,98.669364,Active Diperbaharui
